ts,1492,1491,1493,diff_FlowValve008_1492 - 1491,diff_FlowValve008_1492 - 1493
2020-11-09 15:27:00,430.27777777777777,368.5,0.0,61.77777777777777,430.27777777777777
2020-11-09 15:27:30,0.0,0.0,421.925,0.0,-421.925
2020-11-09 15:28:00,0.0,0.0,421.925,0.0,-421.925
2020-11-09 23:00:00,1159.1310344827587,827.5629629629631,806.0178571428572,331.5680715197956,353.1131773399014
2020-11-09 23:01:30,962.853846153846,682.3759999999999,661.3576923076923,280.47784615384614,301.4961538461537
2020-11-09 23:11:00,1110.996,846.932,810.972,264.0640000000001,300.0240000000001
2020-11-09 23:25:00,1231.8749999999998,925.9350000000002,906.3999999999999,305.9399999999996,325.4749999999999
2020-11-09 23:48:30,1676.216666666667,1285.38,1327.7,390.8366666666668,348.5166666666669
2020-11-09 23:49:00,1676.216666666667,1285.38,1327.7,390.8366666666668,348.5166666666669
2020-11-09 23:49:30,1676.216666666667,1285.38,1327.7,390.8366666666668,348.5166666666669
2020-11-09 23:50:00,1676.216666666667,1285.38,1327.7,390.8366666666668,348.5166666666669
2020-11-09 23:50:30,1676.216666666667,1285.38,1327.7,390.8366666666668,348.5166666666669
2020-11-09 23:51:00,1676.216666666667,1285.38,1327.7,390.8366666666668,348.5166666666669
2020-11-09 23:51:30,1676.216666666667,1285.38,1327.7,390.8366666666668,348.5166666666669
2020-11-09 23:52:00,1676.216666666667,1285.38,1327.7,390.8366666666668,348.5166666666669
2020-11-09 23:52:30,1676.216666666667,1285.38,1327.7,390.8366666666668,348.5166666666669
2020-11-09 23:53:00,1676.216666666667,1285.38,1327.7,390.8366666666668,348.5166666666669
