ts,1492,1491,1493,diff_FlowValve008_1492 - 1491,diff_FlowValve008_1492 - 1493
2020-09-25 00:03:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:03:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:04:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:04:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:05:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:05:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:06:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:06:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:07:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:07:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:08:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:08:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:09:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:09:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:10:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:10:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:11:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:11:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:12:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:12:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:13:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:13:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:14:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:14:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:15:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:15:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:16:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:16:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:17:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:17:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:18:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:18:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:19:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:19:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:20:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:20:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:21:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:21:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:22:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:22:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:23:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:23:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:24:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:24:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:25:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:25:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:26:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:26:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:27:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:27:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:28:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:28:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:29:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:29:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:30:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:30:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:31:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:31:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:32:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:32:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:33:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:33:30,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:34:00,0.0,0.0,0.0,0.0,0.0
2020-09-25 00:34:30,0.0,0.0,0.0,0.0,0.0
